OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,acres_burned,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,shape__Area,shape__Length
1132,BIA,"GPS ground, GPS air",Mixed Methods,2/10/2012 0:00,2010-AZCRA-100956,2010,Bosque 2,,8/29/2010 0:00,234.1434435,,FTD7,,AZCRA,AZ,,100956,,N,,1371559.719,10267.57737
1133,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-IDIPF-004012,2010,Foehl,,9/2/2010 0:00,133.4361002,,,,IDIPF,ID,,4012,,N,,1158635.578,4748.805831
1146,CCO,,Unknown,10/4/2010 0:00,2004-CAORC-037042,2004,Ortega,,6/20/2004 14:53,34.12680062,,A5BS,,CAORC,CA,,37042,,N,,199341.7148,2406.699914
1150,Local agency,,Unknown,8/31/2007 0:00,2007-IDSIX-001948,2007,Old Bliss Road,,7/27/2007 0:00,14.36628101,,DNU7,,IDSIX,ID,,1948,,N,,108480.1523,1674.317845
1154,State,,Unknown,1/7/2013 0:00,2007-IDSCS-002032,2007,Hula,,7/21/2007 0:00,674.581265,,DR8T,,IDSCS,ID,,2032,,N,,5088107.285,11794.9381
1155,CDF,,Mixed Methods,10/4/2010 0:00,2004-CASHU-005415,2004,Oak,,7/16/2004 17:41,21.04714633,,A77L,,CASHU,CA,,5415,,N,,148260.8789,2043.841092
1164,State agency,No entry in FireCode,Unknown,7/1/2011 0:00,2010-TXTXS-000074,2010,Armstrong Franks,,11/15/2010 0:00,3035.606458,,,,TXTXS,TX,,74,,N,,16943530.78,25648.96187
1165,USFS,GPS  Air,GPS-Flight,2/10/2012 0:00,2010-UTMLF-000131,2010,Coffee Pot,,10/26/2010 0:00,1969.890134,,FUU6,,UTMLF,UT,,131,,N,,13564365.14,43084.63613
1172,USFS,GPS  Air; no entry in FireCode,GPS-Flight,2/10/2012 0:00,2010-IDCTF-010035,2010,8 Mile,,8/29/2010 0:00,38.93147963,,,,IDCTF,ID,,10035,,N,,289948.2813,2475.032736
1180,USFS,GPS  Air; no entry in FireCode,GPS-Flight,2/10/2012 0:00,2010-IDCTF-010032,2010,Jack Knife,,8/28/2010 0:00,74.4940451,,,,IDCTF,ID,,10032,,N,,564445.2891,4433.024742
1182,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-NMGNF-000561,2010,Canovas,,7/23/2010 0:00,15.29445808,,,,NMGNF,NM,,561,,N,,90296.04297,1458.994303
1187,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-UTUWF-000302,2010,Shady,,7/19/2010 0:00,21.78441627,,,,UTUWF,UT,,302,,N,,150535.4453,1807.036575
1189,BLM,GPS  Air,GPS-Flight,2/10/2012 0:00,2010-NMLCD-000370,2010,Fort Bliss 2,,6/19/2010 0:00,5162.370553,,FF5E,,NMLCD,NM,,370,,N,,29301892.91,29094.82684
1195,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-FLFNF-001015,2010,Haw Creek,,9/20/2010 0:00,2.71614447,,,,FLFNF,FL,,1015,,N,,14831.35156,487.6109265
1201,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-AZTNF-000015,2010,Buzzard,,5/5/2010 0:00,45.27295319,,,,AZTNF,AZ,,15,,N,,267098.9922,2236.199854
1202,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-ALALF-000020,2010,Day,,7/8/2010 0:00,26.05370639,,,,ALALF,AL,,20,,N,,153340.4375,2297.867808
1204,BLM,,GPS-Unknown Travel Method,,2000-IDTFD-F036,2000,Indian Rdg,,7/19/2000 0:00,719.0374669,,,,IDTFD,ID,,F036,,N,,5394271.914,13503.34755
1211,BLM,GPS walked,GPS-Walked,5/6/2011 0:00,2009-WYCAD-009192,2009,Iberlin Road,,9/21/2009 13:30,14.67440079,,E7J1,,WYCAD,WY,,9192,,N,,114920.2773,2208.464856
1218,BLM,,Unknown,,2000-AKAFS-A336,2000,Big Creek,,7/19/2000 0:00,1980.78161,,,,AKAFS,AK,,A336,,N,,45824385.44,33142.00583
1241,BLM,,Unknown,1/7/2013 0:00,2007-IDTFD-002219,2007,German,,9/12/2007 0:00,1339.428965,,DZ39,,IDTFD,ID,,2219,,N,,10087609.29,16386.38799
1278,CDF,No entry in FireCode,Unknown,,2000-CA-001454,2000,Black Ranch,,9/9/2000 0:00,443.8457017,,,,,CA,,1454,,N,,2619916.219,8756.929367
1295,USF,No entry in FireCode,Unknown,,2000-CA-000044,2000,Sargent,,7/3/2000 0:00,74.25981294,,,,,CA,,44,,N,,456924.2813,2625.477039
1316,NPS,WFDSS; GPS air,GPS-Flight,7/22/2010 0:00,2010-NMCCP-001004,2010,New,,5/28/2010 0:00,17735.83022,,FD42,,NMCCP,NM,,1004,,N,,100447816.9,84244.6498
1317,BLM,GPS driven,GPS-Driven,8/9/2010 0:00,2010-IDTFD-000348,2010,Star Lake,,8/7/2010 0:00,2179.91624,,FQB7,,IDTFD,ID,,348,,N,,16411713.29,27747.0246
1318,State agency,Named '197' in FireCode,Unknown,10/18/2010 0:00,2010-AKSWS-004197,2010,Middle Fork,,6/14/2010 0:00,55.00339003,,FEP6,,AKSWS,AK,,4197,,N,,1042974.734,4473.657583
1319,USFS,FIMT,Unknown,6/21/2010 0:00,2010-AZKNF-000414,2010,Eagle Rock,,6/20/2010 0:00,3353.718006,,FF6A,,AZKNF,AZ,,414,,N,,20454146.4,24318.30669
1320,State agency,DOFFire 011206; named 'Fire 206' in FireCode,Unknown,6/1/2010 0:00,2010-AKFAS-011206,2010,Popavich,,5/31/2010 0:00,1956.53073,,FES7,,AKFAS,AK,,11206,,N,,40868618.23,24182.47379
1323,Local agency,GPS,GPS-Unknown Travel Method,11/7/2011 0:00,2010-COMFX-000422,2010,Adobe,,8/3/2010 0:00,539.0917035,,FPZ5,,COMFX,CO,,422,,N,,3802315.449,12541.30163
1326,Local agency,GPS walked,GPS-Walked,8/24/2010 0:00,2010-IDEIX-010025,2010,Hells,,8/20/2010 0:00,26.64335843,,FSG6,,IDEIX,ID,,10025,,N,,204058.1367,3353.28995
1327,State Agency,Mixed collection methods; No entry in FireCode,Mixed Methods,4/14/2011 0:00,2010-CABEU-002455,2010,Jolon,,7/22/2010 0:00,42.71976497,,,,CABEU,CA,,2455,,N,,264230.3555,2741.816457
1328,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-NMGNF-000472,2010,Dark,,7/8/2010 0:00,191.4341093,,,,NMGNF,NM,,472,,N,,1117282.609,7752.377124
1329,Other,GPS air,GPS-Flight,7/2/2010 0:00,2010-IDMHQ-000159,2010,Sailor Creek,,6/29/2010 0:00,9842.181685,,FHS1,,IDMHQ,ID,,159,,N,,73897695.27,41872.59577
1330,BLM,Named 'Sischu 3' in FireCode,Unknown,6/4/2010 0:00,2010-AKTAD-000258,2010,Paradise Fork,,6/3/2010 0:00,1549.890225,,FE04,,AKTAD,AK,,258,,N,,32168017.48,34325.48196
1331,USFS,IR heat perimeter,Infrared Image,7/8/2010 0:00,2010-NMSNF-000056,2010,South Fork,,7/7/2010 22:11,16967.07878,,FFW7,,NMSNF,NM,,56,,N,,105346234.9,59763.05317
1332,USFS,WFDSS; GPS ground,GPS-Walked/ Driven,9/17/2010 0:00,2010-CAANF-004163,2010,Ramp,,9/16/2010 14:00,37.5027719,,FU9V,,CAANF,CA,,4163,,N,,224352.0039,2938.041733
1333,BLM,GPS helicopter,GPS-Flight,7/15/2010 0:00,2010-IDBOD-000378,2010,South Smoke,,7/7/2010 0:00,7.7383025,,FJ6M,,IDBOD,ID,,378,,N,,58069.54297,1273.031981
1334,State agency,GPS air,GPS-Flight,12/20/2010 0:00,2010-CAMEU-005326,2010,Cow,,12/20/2010 0:00,301.016193,,FPU2,,CAMEU,CA,,5326,,N,,2029260.051,9179.841983
1335,State Agency,GPS ground; No entry in FireCode,GPS-Walked/ Driven,4/14/2011 0:00,2010-CANEU-021796,2010,Bridge,,10/11/2010 0:00,48.33659331,,,,CANEU,CA,,21796,,N,,322065.1758,3190.307685
1336,BLM,,Unknown,1/20/2011 0:00,2010-NMROD-000003,2010,WIGGENS,,4/21/2010 22:30,66.56310217,,FC0F,,NMROD,NM,,3,,N,,385408.8906,3517.031485
1337,USFS,WFDSS; GPS ground,GPS-Walked/ Driven,10/26/2010 0:00,2010-NMSNF-000152,2010,Virgin Canyon,,10/21/2010 0:00,331.3731971,,FW9K,,NMSNF,NM,,152,,N,,2040850.676,8187.082427
1338,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-VAVAF-000033,2010,Phillips,,9/25/2010 0:00,115.5688644,,,,VAVAF,VA,,33,,N,,756853.0781,3802.734915
1339,BIA,GPS  Air,GPS-Flight,2/10/2012 0:00,2010-MTFHA-000121,2010,Cutoff,,8/27/2010 0:00,419.8620293,,FTD8,,MTFHA,MT,,121,,N,,3725827.305,10990.22566
1340,Local agency,GPS walked,GPS-Walked,7/2/2010 0:00,2010-IDMNX-000154,2010,Rec,,6/27/2010 0:00,9.34407957,,FG9D,,IDSIX,ID,,154,,N,,69724.35938,1427.669807
1341,Local agency,WFDSS; GPS air,GPS-Flight,7/6/2010 0:00,2010-NVCLAX-FH2R,2010,Moapa,,7/2/2010 16:00,600.5124447,,FH2R,,NVCLAX,NV,,,,N,,3789506.762,12531.55904
1342,BLM,WFDSS; GPS air,GPS-Flight,7/20/2010 0:00,2010-AKGAD-000554,2010,Rok North,,7/14/2010 0:00,13083.05487,,FH6Y,,AKGAD,AK,,554,,N,,379801662,156637.5337
1343,BLM,,Unkown,8/11/2005 0:00,2005-AKSWS-000504,2005,Black Water,,8/10/2005 0:00,1605.3613,,,,AKSWS,AK,,504,,N,,30495971.95,35787.72837
1344,USFS,WFDSS; GPS air,GPS-Flight,10/21/2010 0:00,2010-IDSTF-000336,2010,Deer Park,,8/19/2010 0:00,1059.501535,,FP8Q,,IDSTF,ID,,336,,N,,8162480.605,17222.59838
1345,State Agency,GPS ground; No entry in FireCode,GPS-Walked/ Driven,4/14/2011 0:00,2010-CALMU-003635,2010,Witcher,,7/26/2010 0:00,78.6129407,,,,CALMU,CA,,3635,,N,,567679.0508,3921.573325
1346,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,Wolf Fang Fire,,9/9/2005 0:00,39.46443074,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,322006.2344,3458.090908
1347,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-ALALF-000024,2010,Freedom,,9/29/2010 0:00,149.968059,,,,ALALF,AL,,24,,N,,879827.4414,4756.28041
1348,BLM,GPS,GPS-Unknown Travel Method,9/30/2011 0:00,2010-COGRD-000245,2010,Carr Creek,,7/16/2010 15:32,31.31649859,,FLP7,,COGRD,CO,,245,,N,,213801,2073.394568
1350,Local agency,Named 'FFTF Command' in FireCode,Unknown,10/13/2010 0:00,2010-WAHANN-000742,2010,FFTF,,8/18/2010 0:00,1266.213227,,FR7B,,WAHANN,WA,,742,,N,,10784069.59,22527.7967
1356,BLM,GPS,GPS-Unknown Travel Method,5/9/2011 0:00,2010-NMROD-000008,2010,Ramos,,6/9/2010 18:53,687.1092242,,FFU0,,NMROD,NM,,8,,N,,3979192.484,14333.4797
1361,BLM,GPS,GPS-Unknown Travel Method,10/25/2013 0:00,2010-NMCAD-000032,2010,Dark Canyon,,6/24/2010 0:00,103.3711807,,FGJ9,,NMCAD,NM,,32,,N,,586853.0742,4481.133115
1362,BLM,DOFFire 001139; named 'Fire 039' in FireCode,Unknown,5/24/2010 0:00,2010-AKMSS-001039,2010,Hunter Creek,,5/21/2010 0:00,3.0779173,,FD6T,,AKMSS,AK,,1039,,N,,54206.07813,1821.251499
1386,CDF,,Unknown,11/24/2010 0:00,2006-CASCU-003133,2006,Stuhr,,5/26/2006 0:00,905.3100392,,,,CASCU,CA,,3133,,N,,5806165.246,16154.95721
1429,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,Wolf Fang Fire,,9/9/2005 0:00,169.0461,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,1379551.234,8593.273387
1439,USFS,,GPS-Unknown Travel Method,7/12/2005 0:00,2005-CASQF-001811,2005,KOA,,7/5/2005 0:00,70.51672004,,BYM9,,CASQF,CA,,1811,,N,,433142.0938,4484.680268
1440,CDF,,GPS-Flight,11/3/2010 0:00,2005-CA,2005,HENSLEY,,6/20/2005 0:00,18.78543573,,,,CA,CA,,005-CA,,N,,119800.3242,1402.429188
1441,CDF,,GPS-Flight,11/3/2010 0:00,2005-CAMMU-018117,2005,LOS BANOS,,9/20/2005 15:57,942.1175076,,,,CAMMU,CA,,18117,,N,,5966488.961,9971.83651
1442,USFS,,GPS-Flight,9/12/2005 0:00,2005-MTBRF-005080,2005,Halfway Creek Fire,,9/9/2005 15:32,165.075027,Selway-Salmon Complex,,,MTBRF,MT,,135,,Y,B3L5,1369875.672,6726.375868
1443,Kern County,,GPS-Unknown Travel Method,8/29/2005 0:00,2005-CAKRN-024086,2005,Well,,8/28/2005 9:00,120.2088779,,B5BU,,CAKRN,CA,,24086,,N,,734083.5703,4046.146119
1444,Kern County FD,,GPS-Unknown Travel Method,7/1/2003 0:00,2003-CAKRN,2003,Caliente,,6/17/2003 0:00,1223.0215,,,,CAKRN,CA,,,,N,,7449230.184,13068.36214
1450,BLM,Unknown Date,Unknown,8/13/2008 0:00,2003-UTMOD-W709,2003,Spruce,,12/31/2003 0:00,15.74898116,,,,UTMOD,UT,,W709,,N,,106155.5078,1319.858654
1465,USFS,GPS  Ground; no entry in FireCode,GPS-Walked/ Driven,2/10/2012 0:00,2010-AZASF-100032,2010,Firebox,,9/3/2010 0:00,31.19706624,,,,AZASF,AZ,,100032,,N,,183263.9531,1913.948764
1470,BLM,Spelled Pokcet in FireCode,Unknown,5/1/2008 0:00,2007-WYPDD-000084,2007,Pocket Creek,,7/7/2007 17:57,20.37563391,,DN39,,WYPDD,WY,,84,,N,,152709.3477,1462.044989
1472,BLM,Date posted as 12/31/07 for lack of specific date.,Unknown,8/27/2008 0:00,2007-UTSES-007153,2007,Malad,,12/31/2007 0:00,8.01955041,,DQ3R,,UTSES,UT,,7153,,N,,54719.03906,984.5339945
1488,BLM,Unknown Date,Unknown,8/13/2008 0:00,2003-UTMOD-W764,2003,Horse Canyon,,12/31/2003 0:00,229.0732621,,,,UTMOD,UT,,W764,,N,,1554439.969,9105.878324
1501,USFS,,GPS-Unknown Travel Method,9/8/2003 0:00,2003-CAMNF-000934,2003,Middle,,9/7/2003 20:00,17.13958041,Grindstone Complex,,,CAMNF,CA,,934,,Y,AYQ8,116922.1797,1425.635056
1512,USFS,,GPS-Unknown Travel Method,9/8/2003 0:00,2003-CAMNF-000934,2003,Walker Cabin,,9/7/2003 20:00,75.27958051,Grindstone Complex,,,CAMNF,CA,,934,,Y,AYQ8,515447.9922,3725.587608
1519,Local agency,FIMT,Unknown,9/25/2009 0:00,2009-CAVNC-000548,2009,Guiberson,,9/24/2009 23:47,17526.68635,,E7L6,,CAVNC,CA,,548,,N,,104316684.9,82207.6855
1535,NPS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,8/31/2006 0:00,2005-CAKNP-000035,2005,Grant West,,11/29/2005 13:00,358.6500707,,,,CAKNP,CA,,35,,N,,2265051.066,9413.165545
1536,USFS,,Infrared Image,8/20/2003 0:00,2003-MTLCF-000047,2003,Burnt Ridge,,8/20/2003 1:00,512.8628637,Burnt Ridge Sheep Camp Complex,,,MTLCF,MT,,47,,Y,,4418911.32,9436.119351
1549,Local agency,NWCC,Unknown,9/13/2010 0:00,2010-WAGNRN-000579,2010,Baird Springs,,9/10/2010 23:00,7692.102725,,FU2L,,WAGNRN,WA,,579,,N,,67657480.49,49676.74149
1550,Unknown,,Unknown,6/5/2008 0:00,2003-AK,2003,Porcupine,,6/14/2003 0:00,1195.061012,,,,AK,AK,,,,N,,26414258.53,30426.86707
1561,BLM,GPSMap60CSX,GPS-Unknown Travel Method,2/12/2013 0:00,2010-NVWID-000144,2010,MM 103 Assist,,8/11/2010 0:00,7.91925133,,FQ4H,,NVWID,NV,,144,,N,,54913.10156,1694.623281
1624,USFS,,Unknown,9/27/2010 0:00,2003-CALPF-002146,2003,HAPPY,,10/24/2003 16:05,285.5638305,,,,CALPF,CA,,2146,,N,,1713252.25,6459.852386
1629,USFS,,Unknown,9/27/2010 0:00,2003-CAMNF-000934,2003,Brock,,9/3/2003 0:00,42.08460885,Grindstone Complex,,,CAMNF,CA,,934,,Y,AYQ8,288422.8828,2419.094431
1637,BLM,,GPS-Unknown Travel Method,2/10/2014 0:00,2003-ORVAD-M708,2003,Trindle,,7/7/2003 0:00,7.78086793,,,,ORVAD,OR,,M708,,N,,62749.90625,1071.068661
1647,BLM,GPS,GPS-Unknown Travel Method,11/21/2014 0:00,2010-ORVAD-000069,2010,HIDDEN RESERVOIR,,7/28/2010 0:00,27.95903306,,FN0H,,ORVAD,OR,,69,,N,,216246.0391,2069.779871
1650,BIA,Imagery,Digitized-Image,11/21/2014 0:00,2010-ORWSA-000108,2010,High Cascades Complex,,8/25/2010 0:00,39.70159932,High Cascades Complex,,,ORWSA,OR,,108,,Y,,320107.5625,2314.629741
1651,BLM,GPS,GPS-Unknown Travel Method,11/21/2014 0:00,2010-ORVAD-000140,2010,HOUSE FIRE,,9/4/2010 0:00,0.45033348,,FT95,,ORVAD,OR,,140,,N,,3576.820313,336.3394836
1664,USFS,,Unknown,9/27/2010 0:00,2003-CAMNF-000934,2003,Bowman,,9/3/2003 0:00,213.1605517,Grindstone Complex,,,CAMNF,CA,,934,,Y,AYQ8,1455285.52,5520.155028
1714,State agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CASLU-005105,2009,CHOLAME,,7/7/2009 15:13,0.82819836,,E1BN,,CASLU,CA,,5105,,N,,5101.101563,622.916252
1717,BLM,GPS Driven,GPS-Driven,10/2/2009 0:00,2009-IDTFD-000398,2009,Power Station,,9/28/2009 0:00,3025.379925,,E7TU,,IDTFD,ID,,398,,N,,22793301.56,40874.9664
1739,State agency,Named 'Fire 200' in FireCode; DOFFire 913200,Unknown,6/10/2009 0:00,2009-AKTAS-913200,2009,Tetlin Refuge 1,,6/4/2009 0:00,421.2866023,,EXM0,,AKTAS,AK,,913200,,N,,8096191.016,15031.32739
1740,USFS,Hand drawn; No entry in FireCode,Hand Sketch,4/14/2011 0:00,2010-CALNF-003567,2010,Willow,,7/25/2010 0:00,14.32961924,,,,CALNF,CA,,3567,,N,,101440.8438,1541.420844
1741,USFS,WFDSS; FireCode - One of multiple starts on I-5,Unknown,7/2/2009 0:00,2009-CAANF-002489,2009,Island,,7/1/2009 16:50,62.93608622,,E0JE,,CAANF,CA,,2489,,N,,376820.4766,2891.786841
1742,BLM,GPS,GPS-Unknown Travel Method,2/11/2014 0:00,2009-ORBYD-009030,2009,Chickahominy,,4/21/2009 0:00,5.78487751,,EU39,,ORBUD,OR,,9030,,N,,44578.66406,1381.647734
1743,BLM,,Unknown,7/13/2009 0:00,2009-AKGAD-EZU3,2009,Innoko River,,7/11/2009 0:00,37.14474852,,EZU3,,AKGAD,AK,,,,N,,727801.1875,5335.741785
1744,BLM,Named '0691' in FireCode; GPS,GPS-Unknown Travel Method,8/20/2009 0:00,2009-ORPRD-000691,2009,I-691,,8/5/2009 16:10,7.96167474,,E4M6,,ORPRD,OR,,691,,N,,63134.96094,1335.795081
1745,State,,GPS-Unknown Travel Method,6/27/2005 0:00,2005-AKTAD-000237,2005,Mettenphreg Creek,,6/25/2005 0:00,53.29340969,,,,AKTAD,AK,,237,,N,,1443974.047,5042.881655
1747,Local agency,GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CAKRN-020073,2009,Cameron,,7/6/2009 11:00,208.3218319,,,,CAKRN,CA,,20073,,N,,1260683.379,10188.02836
1748,State agency,No entry in FireCode; PI,Unknown,1/13/2011 0:00,2009-CA-004171,2009,CLARIBEL,,5/15/2009 0:00,74.90412142,,,,CA,CA,,4171,,N,,484951.8516,4138.452662
1752,State agency,Named 'Fire 357' in FireCode; DOFFire 904357,Unknown,7/23/2009 0:00,2009-AKSWS-904357,2009,Cheeneetnuk,,7/22/2009 0:00,37527.55942,,E0LV,,AKSWS,AK,,904357,,N,,684129632.7,197747.016
1754,USFS,No entry in FireCode; PI,Unknown,1/13/2011 0:00,2009-CAPNF-000151,2009,MILFORD,,4/22/2009 0:00,326.4658367,,,,CAPNF,CA,,151,,N,,2261187.34,7540.969795
1755,USF,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CAINF-001066,2005,GLASS,,9/2/2005 15:39,18.75880372,,,,CAINF,CA,,1066,,N,,121649.0469,3014.3092
1756,USFS,,Digitized-Other,8/16/2005 0:00,2005-MTLNF-000165,2005,I-90 Complex,,8/14/2005 7:00,6.81434536,I-90 Complex,,,MTLNF,MT,,165,,Y,B28R,59293.5625,1249.245368
1760,BLM,Unknown Date,Unknown,8/29/2008 0:00,2006-UTCCD-CK58,2006,Coal Road,,12/31/2006 0:00,10.948907,,CK58,,UTCCD,UT,,,,N,,70221.16016,1449.60966
1785,BLM,Perimeter Date Unknown,GPS-Unknown Travel Method,,2000-NMCAD-L783,2000,Hudson,,12/31/2000 0:00,17.13391733,,,,NMCAD,NM,,L783,,N,,98433.81641,1836.303936
1787,CDF,No entry in FireCode,Unknown,,2000-CA-000628,2000,Hwy 49 #7,,8/26/2000 0:00,67.50352904,,,,,CA,,628,,N,,443130.2461,2882.283469
1788,BLM,No entry in FireCode,Unknown,,2000-COLSD,2000,Ironmine,,1/1/2000 0:00,19.68359975,,,,COLSD,CO,,,,N,,137927.7656,1540.780919
1791,BLM,Unknown Date,Unknown,8/29/2008 0:00,2006-UTRID-000417,2006,Paint Mine,,12/31/2006 0:00,30.47293305,,C3QU,,UTRID,UT,,417,,N,,208958.4336,2555.501773
1801,BLM,Unknown Date,Unknown,8/14/2008 0:00,2005-UTCCD-BTF5,2005,Power Line 2,,12/31/2005 0:00,1214.920994,,BTF5,,UTCCD,UT,,,,N,,7732146.957,15460.6016
1803,BLM,,Unkown,8/11/2005 0:00,2005-AKSWS-000369,2005,Little Underhill,,8/9/2005 0:00,291.4814178,,,,AKSWS,AK,,369,,N,,5089045.234,12331.08945
1817,CDF,No entry in FireCode,Unknown,,2000-CA-010476,2000,Concow,,9/20/2000 0:00,1834.889479,,,,,CA,,10476,,N,,12567460.46,23287.74522
1822,State agency,GPS ground,GPS-Walked/ Driven,1/11/2011 0:00,2008-CAMEU-004608,2008,H Ranch,,1/1/2008 0:00,100.4422259,MEU LIGHTNING COMPLEX,,,CAMEU,CA,,4608,,Y,D8UP,693193.9023,3375.170245
1828,USFS,,GPS-Unknown Travel Method,8/26/2003 0:00,2003-IDCWF-000049,2003,Brushy Spoon,,8/25/2003 21:00,603.354561,Beaver Lake Complex,,,IDCWF,ID,,49,,Y,,5056024.922,12621.82316
1868,BLM,GPS,GPS-Unknown Travel Method,5/9/2011 0:00,2010-NMN5S-000227,2010,Melena,,6/27/2010 22:41,10.60645325,,FHC5,,NMROD,NM,,227,,N,,61978.30078,1229.755448
1876,BLM,GPS,GPS-Unknown Travel Method,11/4/2011 0:00,2007-COGRX-000030,2007,Coyote Creek,,4/2/2007 0:00,78.76736679,,DBL8,,COGRX,CO,,30,,N,,545691.6484,3580.96511
1887,BLM,FireCode coordinates are 5 mi NE.,Unknown,5/1/2008 0:00,2007-WYWOD-000018,2007,Billy Creek,,6/18/2007 9:10,1.02310704,,DJP5,,WYWOD,WY,,18,,N,,8002.007813,438.6642772
1894,State Agency,No Entry in FireCode,Unknown,12/27/2010 0:00,2007-CA-005998,2007,Highway 41 Rd 209 3,,5/20/2007 0:00,329.0783494,,,,CA,CA,,5998,,N,,2093881.137,6734.205755
1903,USFS,,Unknown,9/19/2006 0:00,2006-IDSCF-006358,2006,Trail Creek,,9/18/2006 0:00,35116.6808,Middle Fork Complex,C3GP,,IDSCF,ID,,6358,,Y,C3RB,280238669.5,155472.3803
1904,USF,,Unknown,1/19/2007 0:00,2006-CASHF,2006,Parks2,,7/24/2006 0:00,10.77999793,,,,CASHF,CA,,,,N,,77297.80859,1258.723687
1905,DOD,GPS ground; No entry in FireCode,GPS-Walked/ Driven,4/14/2011 0:00,2010-CAAPF-002040,2010,Los Bueyos,,7/8/2010 0:00,43.7648706,,,,CAAPF,CA,,2040,,N,,270491.2461,3068.161018
1914,BLM,GPSMap60CSX,GPS-Unknown Travel Method,2/12/2013 0:00,2010-NVEKD-000992,2010,Bluffs,,10/2/2010 0:00,16.0085814,,FXQ7,,NVEKD,NV,,992,,N,,114502.2578,1890.278802
1917,BLM,,GPS-Unknown Travel Method,7/12/2005 0:00,2005-CABBD,2005,Flume,,7/3/2005 0:00,10.07396689,,,,CABBD,CA,,,,N,,61800.21484,1117.632053
1937,State,,GPS-Unknown Travel Method,8/4/2005 0:00,2005-OR98S-981024,2005,Simpson,,8/2/2005 15:00,3.07394599,,,,OR98S,OR,,981024,,N,,22737.32031,586.8978687
1953,NPS,FIMT,Unknown,5/1/2009 0:00,2009-TNGSP-090012,2009,Laurel Falls 2,,4/29/2009 21:36,253.709795,,EVP5,,TNGSP,TN,,90012,,N,,1559313.703,5297.270626
1986,USF,No entry in FireCode,Unknown,,2000-CA-000102,2000,Journey,,10/7/2000 0:00,1010.049209,,,,,CA,,102,,N,,7041918.672,15767.2256
1993,Unknown,Unknown Fire Name; Unknown Date,,,2001-NVELD,2001,,,12/31/2001 0:00,4307.345132,,,,NVELD,NV,,,,N,,29768111.69,88117.36221
1995,Unknown,Unknown Fire Name; Unknown Date,,,2001-ORSHR,2001,,,12/31/2001 0:00,327.290296,,,,ORSHR,OR,,,,N,,2392538.707,51837.71215
1996,Unknown,Unknown Fire Name,,,2001-ID-FAFB,2001,,,6/13/2001 0:00,14.21234306,,,,,ID,,FAFB,,N,,108405.1484,1569.608398
1997,State,,GPS-Unknown Travel Method,8/4/2005 0:00,2005-OR98S-981024,2005,Simpson,,8/2/2005 15:00,1.18356836,,,,OR98S,OR,,981024,,N,,8754.148438,456.6718174
1998,Unknown,Perimeter Date Unknown,GPS-Unknown Travel Method,,2000-ID,2000,Snow Creek,,12/31/2000 0:00,394.5167202,,,,,ID,,,,N,,3415754.922,9890.954166
2000,Unknown,Unknown Fire Name; Unknown Date,,,2001-CA-D447,2001,,,12/31/2001 0:00,128.515652,,,,,CA,,D447,,N,,940405.5859,5770.785423
2001,Unknown,Unknown Fire Name,,,2001-AK,2001,,,7/27/2001 0:00,800.1808465,,,,,AK,,,,N,,8366034.773,14324.98507
2004,Unknown,Unknown Fire Name,,,2001-ID-FAFB,2001,,,6/13/2001 0:00,79.9885092,,,,,ID,,FAFB,,N,,610510.6133,3346.996728
2023,State agency,No entry in FireCode; PI,Unknown,1/13/2011 0:00,2009-CA-004294,2009,VALENTE,,5/18/2009 0:00,75.87240724,,,,CA,CA,,4294,,N,,494888.4688,4184.405921
2024,Unknown,Unknown Fire Name,,,2001-ID-FAFB,2001,,,6/13/2001 0:00,103.8262727,,,,,ID,,FAFB,,N,,791858.6758,5343.545259
2031,Unknown,Unknown Fire Name,,,2001-ID-FAFB,2001,,,6/13/2001 0:00,60.21908925,,,,,ID,,FAFB,,N,,459093.2695,4693.429604
